PROVINCIA,LOCALIDAD,CENTRO,RÉGIMEN,GRADO,FAMILIA,CICLO,TURNO,
VALÈNCIA,VALÈNCIA,CIPFP MISERICÒRDIA,Público,SUPERIOR,ELECTRICIDAD Y ELECTRÓNICA,SISTEMAS DE TELECOMUNICACIONES E INFORMÁTICOS (LFP),Diurno,1
VALÈNCIA,VALÈNCIA,CIPFP MISERICÒRDIA,Público,SUPERIOR,ELECTRICIDAD Y ELECTRÓNICA,SISTEMAS DE TELECOMUNICACIONES E INFORMÁTICOS (LFP),Semipresencial,1
VALÈNCIA,VALÈNCIA,CIPFP MISERICÒRDIA,Público,SUPERIOR,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD, EDUCACIÓN INFANTIL (LFP),Diurno,2
VALÈNCIA,VALÈNCIA,CIPFP MISERICÒRDIA,Público,SUPERIOR,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD, EDUCACIÓN INFANTIL (LFP),Nocturno,1
VALÈNCIA,VALÈNCIA,CIPFP MISERICÒRDIA,Público,SUPERIOR,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD, EDUCACIÓN INFANTIL (LFP),Semipresencial,3
VALÈNCIA,VALÈNCIA,CIPFP MISERICÒRDIA,Público,SUPERIOR,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD, INTEGRACIÓN SOCIAL (LFP),Diurno,2
VALÈNCIA,VALÈNCIA,CIPFP MISERICÒRDIA,Público,SUPERIOR,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD, INTEGRACIÓN SOCIAL (LFP),Semipresencial,2
VALÈNCIA,VALÈNCIA,CIPFP MISERICÒRDIA,Público,SUPERIOR,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD, MEDIACIÓN COMUNICATIVA (LFP),Diurno,1
VALÈNCIA,VALÈNCIA,CIPFP MISERICÒRDIA,Público,SUPERIOR,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD, PROMOCIÓN DE IGUALDAD DE GÉNERO (LFP),Diurno,1
VALÈNCIA,VALÈNCIA,CIPFP VICENTE BLASCO IBÁÑEZ,Público,BÁSICO 2a Oport.,ADMINISTRACIÓN Y GESTIÓN,SERVICIOS ADMINISTRATIVOS 2 (LFP),Diurno,1
VALÈNCIA,VALÈNCIA,CIPFP VICENTE BLASCO IBÁÑEZ,Público,BÁSICO 2a Oport.,ELECTRICIDAD Y ELECTRÓNICA,ELECTRICIDAD Y ELECTRÓNICA 2 (LFP),Diurno,1
