PROVINCIA,LOCALIDAD,CENTRO,RÉGIMEN,GRADO,FAMILIA,CICLO,TURNO,
ALACANT,PETRER,IES POETA PACO MOLLÀ,Público,SUPERIOR,INFORMÁTICA Y COMUNICACIONES,DESARROLLO DE APLICACIONES WEB (LFP),Diurno,1
ALACANT,PETRER,IES POETA PACO MOLLÀ,Público,SUPERIOR,INFORMÁTICA Y COMUNICACIONES,DESARROLLO DE APLICACIONES WEB (LFP),Semipresencial,1
ALACANT,PILAR DE LA HORADADA,IES 12 DE OCTUBRE,Público,BÁSICO,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,ACTIVIDADES DOMÉSTICAS Y LIMPIEZA DE EDIFICIOS (LFP),Diurno,1
ALACANT,PILAR DE LA HORADADA,IES 12 DE OCTUBRE,Público,MEDIO,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,ATENCIÓN A PERSONAS EN SITUACIÓN DE DEPENDENCIA (LFP),Diurno,1
ALACANT,PILAR DE LA HORADADA,IES THIAR,Público,BÁSICO,AGRARIA,AGRO-JARDINERIA Y COMPOSICIONES FLORALES (LFP),Diurno,1
ALACANT,PILAR DE LA HORADADA,IES THIAR,Público,BÁSICO,INFORMÁTICA Y COMUNICACIONES,INFORMÁTICA DE OFICINA (LFP),Diurno,1
ALACANT,PILAR DE LA HORADADA,IES THIAR,Público,MEDIO,INFORMÁTICA Y COMUNICACIONES,SISTEMAS MICROINFORMÁTICOS Y REDES (LFP),Diurno,1
ALACANT,PILAR DE LA HORADADA,IES THIAR,Público,SUPERIOR,INFORMÁTICA Y COMUNICACIONES,DESARROLLO DE APLICACIONES MULTIPLATAFORMA (LFP),Diurno,1
ALACANT,PINÓS (EL),IES MARHUENDA PRATS,Público,BÁSICO,ELECTRICIDAD Y ELECTRÓNICA,ELECTRICIDAD Y ELECTRÓNICA (LFP),Diurno,1
ALACANT,RAFAL,IES DE RAFAL,Público,BÁSICO,COMERCIO Y MARKETING,SERVICIOS COMERCIALES (LFP),Diurno,1
ALACANT,REDOVÁN,IES JAIME DE SANT-ÁNGEL,Público,BÁSICO,COMERCIO Y MARKETING,SERVICIOS COMERCIALES (LFP),Diurno,1
ALACANT,ROJALES,IES LA ENCANTÁ,Público,BÁSICO,ELECTRICIDAD Y ELECTRÓNICA,ELECTRICIDAD Y ELECTRÓNICA (LFP),Diurno,1
ALACANT,ROJALES,IES LA ENCANTÁ,Público,BÁSICO,IMAGEN PERSONAL,PELUQUERÍA Y ESTÉTICA (LFP),Diurno,1
ALACANT,ROJALES,IES LA ENCANTÁ,Público,BÁSICO,INFORMÁTICA Y COMUNICACIONES,INFORMÁTICA DE OFICINA (LFP),Diurno,1
ALACANT,ROJALES,IES LA ENCANTÁ,Público,MEDIO,ELECTRICIDAD Y ELECTRÓNICA,INSTALACIONES ELÉCTRICAS Y AUTOMÁTICAS (LFP),Diurno,1
ALACANT,ROJALES,IES LA ENCANTÁ,Público,MEDIO,IMAGEN PERSONAL,ESTÉTICA Y BELLEZA (LFP),Diurno,1
ALACANT,ROJALES,IES LA ENCANTÁ,Público,MEDIO,IMAGEN PERSONAL,PELUQUERÍA Y COSMÉTICA CAPILAR (LFP),Diurno,1
ALACANT,ROJALES,IES LA ENCANTÁ,Público,MEDIO,INFORMÁTICA Y COMUNICACIONES,SISTEMAS MICROINFORMÁTICOS Y REDES (LFP),Diurno,1
ALACANT,ROJALES,IES LA ENCANTÁ,Público,SUPERIOR,IMAGEN PERSONAL,ESTÉTICA INTEGRAL Y BIENESTAR (LFP),Diurno,1
ALACANT,ROJALES,IES LA ENCANTÁ,Público,SUPERIOR,IMAGEN PERSONAL,ESTILISMO Y DIRECCIÓN DE PELUQUERÍA (LFP),Diurno,1
ALACANT,ROJALES,IES LA ENCANTÁ,Público,SUPERIOR,INFORMÁTICA Y COMUNICACIONES,DESARROLLO DE APLICACIONES WEB (LFP),Diurno,1
ALACANT,SAN MIGUEL DE SALINAS,IES LOS ALCORES,Público,BÁSICO,HOSTELERÍA Y TURISMO,COCINA Y RESTAURACIÓN (LFP),Diurno,1
ALACANT,SAN MIGUEL DE SALINAS,IES LOS ALCORES,Público,MEDIO,QUÍMICA,OPERACIONES DE LABORATORIO (LFP),Diurno,1
ALACANT,SANT JOAN D'ALACANT,IES LLOIXA,Público,MEDIO,ADMINISTRACIÓN Y GESTIÓN,GESTIÓN ADMINISTRATIVA (LFP),Diurno,1
ALACANT,SANT JOAN D'ALACANT,IES LLOIXA,Público,SUPERIOR,ADMINISTRACIÓN Y GESTIÓN,ADMINISTRACIÓN Y FINANZAS (LFP),Diurno,1
ALACANT,SANT JOAN D'ALACANT,IES LUIS GARCÍA BERLANGA,Público,MEDIO,IMAGEN Y SONIDO,VIDEO DISK-JOCKEY Y SONIDO (LFP),Diurno,1
ALACANT,SANT JOAN D'ALACANT,IES LUIS GARCÍA BERLANGA,Público,SUPERIOR,IMAGEN Y SONIDO,"ANIMACIONES 3D, JUEGOS Y ENTORNOS INTERACTIVOS (LFP)",Diurno,1
ALACANT,SANT JOAN D'ALACANT,IES LUIS GARCÍA BERLANGA,Público,SUPERIOR,IMAGEN Y SONIDO,"ILUMINACIÓN, CAPTACIÓN Y TRATAMIENTO DE IMAGEN (LFP)",Diurno,1
ALACANT,SANT JOAN D'ALACANT,IES LUIS GARCÍA BERLANGA,Público,SUPERIOR,IMAGEN Y SONIDO,PRODUCCIÓN DE AUDIOVISUALES Y ESPECTÁCULOS (LFP),Diurno,1
ALACANT,SANT JOAN D'ALACANT,IES LUIS GARCÍA BERLANGA,Público,SUPERIOR,IMAGEN Y SONIDO,REALIZACIÓN DE PROYECTOS DE AUDIOVISUALES Y ESPECTÁCULOS (LFP),Diurno,1
ALACANT,SANT JOAN D'ALACANT,IES LUIS GARCÍA BERLANGA,Público,SUPERIOR,IMAGEN Y SONIDO,SONIDO PARA AUDIOVISUALES Y ESPECTÁCULOS (LFP),Diurno,1
ALACANT,SANT VICENT DEL RASPEIG,CIPFP CANASTELL,Público,BÁSICO,HOSTELERÍA Y TURISMO,COCINA Y RESTAURACIÓN (LFP),Diurno,1
ALACANT,SANT VICENT DEL RASPEIG,CIPFP CANASTELL,Público,BÁSICO,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,MANTENIMIENTO DE VEHÍCULOS (LFP),Diurno,1
ALACANT,SANT VICENT DEL RASPEIG,CIPFP CANASTELL,Público,BÁSICO 2a Oport.,FABRICACIÓN MECÁNICA,FABRICACIÓN Y MONTAJE 2 (LFP),Diurno,1
ALACANT,SANT VICENT DEL RASPEIG,CIPFP CANASTELL,Público,BÁSICO 2a Oport.,HOSTELERÍA Y TURISMO,COCINA Y RESTAURACIÓN 2 (LFP),Diurno,1
ALACANT,SANT VICENT DEL RASPEIG,CIPFP CANASTELL,Público,MEDIO,ELECTRICIDAD Y ELECTRÓNICA,INSTALACIONES ELÉCTRICAS Y AUTOMÁTICAS (LFP),Diurno,2
ALACANT,SANT VICENT DEL RASPEIG,CIPFP CANASTELL,Público,MEDIO,HOSTELERÍA Y TURISMO,COCINA Y GASTRONOMÍA (LFP),Diurno,2
ALACANT,SANT VICENT DEL RASPEIG,CIPFP CANASTELL,Público,MEDIO,HOSTELERÍA Y TURISMO,SERVICIOS EN RESTAURACIÓN (LFP),Diurno,1
ALACANT,SANT VICENT DEL RASPEIG,CIPFP CANASTELL,Público,MEDIO,INSTALACIÓN Y MANTENIMIENTO,INSTALACIONES DE PRODUCCIÓN DE CALOR (LFP),Diurno,1
ALACANT,SANT VICENT DEL RASPEIG,CIPFP CANASTELL,Público,MEDIO,INSTALACIÓN Y MANTENIMIENTO,INSTALACIONES FRIGORÍFICAS Y DE CLIMATIZACIÓN (LFP),Diurno,1
ALACANT,SANT VICENT DEL RASPEIG,CIPFP CANASTELL,Público,MEDIO,INSTALACIÓN Y MANTENIMIENTO,INSTALACIONES FRIGORÍFICAS Y DE CLIMATIZACIÓN (LFP),Semipresencial,1
ALACANT,SANT VICENT DEL RASPEIG,CIPFP CANASTELL,Público,MEDIO,INSTALACIÓN Y MANTENIMIENTO,MANTENIMIENTO ELECTROMECÁNICO (LFP),Diurno,1
ALACANT,SANT VICENT DEL RASPEIG,CIPFP CANASTELL,Público,MEDIO,SANIDAD,CUIDADOS AUXILIARES DE ENFERMERÍA,Diurno,2
ALACANT,SANT VICENT DEL RASPEIG,CIPFP CANASTELL,Público,MEDIO,SANIDAD,CUIDADOS AUXILIARES DE ENFERMERÍA,Semipresencial,1
ALACANT,SANT VICENT DEL RASPEIG,CIPFP CANASTELL,Público,MEDIO,SANIDAD,EMERGENCIAS SANITARIAS (LFP),Diurno,1
ALACANT,SANT VICENT DEL RASPEIG,CIPFP CANASTELL,Público,MEDIO,SANIDAD,FARMACIA Y PARAFARMACIA (LFP),Diurno,1
ALACANT,SANT VICENT DEL RASPEIG,CIPFP CANASTELL,Público,MEDIO,SEGURIDAD Y MEDIO AMBIENTE,SANIDAD AMBIENTAL APLICADA (LFP),Diurno,1
ALACANT,SANT VICENT DEL RASPEIG,CIPFP CANASTELL,Público,MEDIO,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,ATENCIÓN A PERSONAS EN SITUACIÓN DE DEPENDENCIA (LFP),Diurno,1
ALACANT,SANT VICENT DEL RASPEIG,CIPFP CANASTELL,Público,MEDIO,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,CARROCERÍA (LFP),Diurno,1
ALACANT,SANT VICENT DEL RASPEIG,CIPFP CANASTELL,Público,MEDIO,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,ELECTROMECÁNICA DE VEHÍCULOS AUTOMÓVILES (LFP),Diurno,2
ALACANT,SANT VICENT DEL RASPEIG,CIPFP CANASTELL,Público,SUPERIOR,ELECTRICIDAD Y ELECTRÓNICA,AUTOMATIZACIÓN Y ROBÓTICA INDUSTRIAL (LFP),Diurno,1
ALACANT,SANT VICENT DEL RASPEIG,CIPFP CANASTELL,Público,SUPERIOR,ELECTRICIDAD Y ELECTRÓNICA,ELECTROMEDICINA CLÍNICA (LFP),Diurno,1
ALACANT,SANT VICENT DEL RASPEIG,CIPFP CANASTELL,Público,SUPERIOR,ELECTRICIDAD Y ELECTRÓNICA,ELECTROMEDICINA CLÍNICA (LFP),Semipresencial,1
ALACANT,SANT VICENT DEL RASPEIG,CIPFP CANASTELL,Público,SUPERIOR,ELECTRICIDAD Y ELECTRÓNICA,SISTEMAS ELECTROTÉCNICOS Y AUTOMATIZADOS (LFP),Diurno,1
ALACANT,SANT VICENT DEL RASPEIG,CIPFP CANASTELL,Público,SUPERIOR,HOSTELERÍA Y TURISMO,DIRECCIÓN DE COCINA (LFP),Diurno,1
ALACANT,SANT VICENT DEL RASPEIG,CIPFP CANASTELL,Público,SUPERIOR,INSTALACIÓN Y MANTENIMIENTO,MANTENIMIENTO DE INSTALACIONES TÉRMICAS Y DE FLUIDOS (LFP),Diurno,1
ALACANT,SANT VICENT DEL RASPEIG,CIPFP CANASTELL,Público,SUPERIOR,INSTALACIÓN Y MANTENIMIENTO,MECATRÓNICA INDUSTRIAL (LFP),Diurno,1
ALACANT,SANT VICENT DEL RASPEIG,CIPFP CANASTELL,Público,SUPERIOR,SANIDAD,IMAGEN PARA EL DIAGNÓSTICO Y MEDICINA NUCLEAR (LFP),Diurno,1
ALACANT,SANT VICENT DEL RASPEIG,CIPFP CANASTELL,Público,SUPERIOR,SANIDAD,LABORATORIO CLÍNICO Y BIOMÉDICO (LFP),Diurno,1
ALACANT,SANT VICENT DEL RASPEIG,CIPFP CANASTELL,Público,SUPERIOR,SEGURIDAD Y MEDIO AMBIENTE,PREVENCIÓN DE RIESGOS PROFESIONALES,Diurno,1
ALACANT,SANT VICENT DEL RASPEIG,CIPFP CANASTELL,Público,SUPERIOR,SEGURIDAD Y MEDIO AMBIENTE,PREVENCIÓN DE RIESGOS PROFESIONALES,Semipresencial,1
ALACANT,SANT VICENT DEL RASPEIG,CIPFP CANASTELL,Público,SUPERIOR,SEGURIDAD Y MEDIO AMBIENTE,QUÍMICA Y SALUD AMBIENTAL (LFP),Diurno,1
ALACANT,SANT VICENT DEL RASPEIG,CIPFP CANASTELL,Público,SUPERIOR,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,FORMACIÓN PARA LA MOVILIDAD SEGURA Y SOSTENIBLE (LFP),Diurno,1
ALACANT,SANT VICENT DEL RASPEIG,CIPFP CANASTELL,Público,SUPERIOR,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,FORMACIÓN PARA LA MOVILIDAD SEGURA Y SOSTENIBLE (LFP),Semipresencial,1
ALACANT,SANT VICENT DEL RASPEIG,CIPFP CANASTELL,Público,SUPERIOR,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,AUTOMOCIÓN (LFP),Diurno,2
ALACANT,SANT VICENT DEL RASPEIG,IES GAIA,Público,BÁSICO,INFORMÁTICA Y COMUNICACIONES,INFORMÁTICA DE OFICINA (LFP),Diurno,1
ALACANT,SANT VICENT DEL RASPEIG,IES HAYGÓN,Público,MEDIO,ACTIVIDADES FÍSICAS Y DEPORTIVAS,GUÍA EN EL MEDIO NATURAL Y DE TIEMPO LIBRE (LFP),Diurno,1
ALACANT,SANT VICENT DEL RASPEIG,IES HAYGÓN,Público,MEDIO,COMERCIO Y MARKETING,ACTIVIDADES COMERCIALES (LFP),Diurno,1
ALACANT,SANT VICENT DEL RASPEIG,IES HAYGÓN,Público,SUPERIOR,ACTIVIDADES FÍSICAS Y DEPORTIVAS,ACONDICIONAMIENTO FÍSICO (LFP),Diurno,1
ALACANT,SANT VICENT DEL RASPEIG,IES HAYGÓN,Público,SUPERIOR,ACTIVIDADES FÍSICAS Y DEPORTIVAS,ENSEÑANZA Y ANIMACIÓN SOCIODEPORTIVA (LFP),Diurno,2
ALACANT,SANT VICENT DEL RASPEIG,IES HAYGÓN,Público,SUPERIOR,COMERCIO Y MARKETING,COMERCIO INTERNACIONAL (LFP),Diurno,1
ALACANT,SANT VICENT DEL RASPEIG,IES HAYGÓN,Público,SUPERIOR,COMERCIO Y MARKETING,TRANSPORTE Y LOGÍSTICA (LFP),Diurno,1
ALACANT,SANT VICENT DEL RASPEIG,IES MARÍA BLASCO,Público,BÁSICO,ADMINISTRACIÓN Y GESTIÓN,SERVICIOS ADMINISTRATIVOS (LFP),Diurno,1
ALACANT,SANT VICENT DEL RASPEIG,IES MARÍA BLASCO,Público,BÁSICO,ELECTRICIDAD Y ELECTRÓNICA,ELECTRICIDAD Y ELECTRÓNICA (LFP),Diurno,1
ALACANT,SANT VICENT DEL RASPEIG,IES SAN VICENTE,Público,BÁSICO,ADMINISTRACIÓN Y GESTIÓN,SERVICIOS ADMINISTRATIVOS (LFP),Diurno,1
ALACANT,SANT VICENT DEL RASPEIG,IES SAN VICENTE,Público,BÁSICO,IMAGEN PERSONAL,PELUQUERÍA Y ESTÉTICA (LFP),Diurno,1
ALACANT,SANT VICENT DEL RASPEIG,IES SAN VICENTE,Público,BÁSICO,INFORMÁTICA Y COMUNICACIONES,INFORMÁTICA DE OFICINA (LFP),Diurno,1
ALACANT,SANT VICENT DEL RASPEIG,IES SAN VICENTE,Público,BÁSICO,INFORMÁTICA Y COMUNICACIONES,INFORMÁTICA Y COMUNICACIONES (LFP),Diurno,1
ALACANT,SANT VICENT DEL RASPEIG,IES SAN VICENTE,Público,MEDIO,ADMINISTRACIÓN Y GESTIÓN,GESTIÓN ADMINISTRATIVA (LFP),Diurno,1
ALACANT,SANT VICENT DEL RASPEIG,IES SAN VICENTE,Público,MEDIO,INFORMÁTICA Y COMUNICACIONES,SISTEMAS MICROINFORMÁTICOS Y REDES (LFP),Diurno,3
ALACANT,SANT VICENT DEL RASPEIG,IES SAN VICENTE,Público,SUPERIOR,ADMINISTRACIÓN Y GESTIÓN,ADMINISTRACIÓN Y FINANZAS (LFP),Diurno,1
ALACANT,SANT VICENT DEL RASPEIG,IES SAN VICENTE,Público,SUPERIOR,ADMINISTRACIÓN Y GESTIÓN,ADMINISTRACIÓN Y FINANZAS (LFP),Semipresencial,1
ALACANT,SANT VICENT DEL RASPEIG,IES SAN VICENTE,Público,SUPERIOR,ADMINISTRACIÓN Y GESTIÓN,ASISTENCIA A LA DIRECCIÓN (LFP),Diurno,1
ALACANT,SANT VICENT DEL RASPEIG,IES SAN VICENTE,Público,SUPERIOR,INFORMÁTICA Y COMUNICACIONES,ADMINISTRACIÓN DE SISTEMAS INFORMÁTICOS EN RED (LFP),Diurno,1
ALACANT,SANT VICENT DEL RASPEIG,IES SAN VICENTE,Público,SUPERIOR,INFORMÁTICA Y COMUNICACIONES,ADMINISTRACIÓN DE SISTEMAS INFORMÁTICOS EN RED (LFP),Semipresencial,1
ALACANT,SANT VICENT DEL RASPEIG,IES SAN VICENTE,Público,SUPERIOR,INFORMÁTICA Y COMUNICACIONES,DESARROLLO DE APLICACIONES MULTIPLATAFORMA (LFP),Diurno,2
ALACANT,SANT VICENT DEL RASPEIG,IES SAN VICENTE,Público,SUPERIOR,INFORMÁTICA Y COMUNICACIONES,DESARROLLO DE APLICACIONES MULTIPLATAFORMA (LFP),Semipresencial,1
ALACANT,SANT VICENT DEL RASPEIG,IES SAN VICENTE,Público,SUPERIOR,INFORMÁTICA Y COMUNICACIONES,DESARROLLO DE APLICACIONES WEB (LFP),Diurno,1
ALACANT,SANT VICENT DEL RASPEIG,IES SAN VICENTE,Público,SUPERIOR,INFORMÁTICA Y COMUNICACIONES,DESARROLLO DE APLICACIONES WEB (LFP),Semipresencial,1
ALACANT,SANTA POLA,IES CAP DE L'ALJUB,Público,BÁSICO,HOSTELERÍA Y TURISMO,COCINA Y RESTAURACIÓN (LFP),Diurno,1
ALACANT,SANTA POLA,IES CAP DE L'ALJUB,Público,MEDIO,ADMINISTRACIÓN Y GESTIÓN,GESTIÓN ADMINISTRATIVA (LFP),Diurno,1
ALACANT,SANTA POLA,IES CAP DE L'ALJUB,Público,MEDIO,HOSTELERÍA Y TURISMO,COCINA Y GASTRONOMÍA (LFP),Diurno,3
ALACANT,SANTA POLA,IES CAP DE L'ALJUB,Público,MEDIO,HOSTELERÍA Y TURISMO,SERVICIOS EN RESTAURACIÓN (LFP),Diurno,1
ALACANT,SANTA POLA,IES CAP DE L'ALJUB,Público,MEDIO,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,MANTENIMIENTO DE EMBARCACIONES DE RECREO (LFP),Diurno,1
ALACANT,SANTA POLA,IES CAP DE L'ALJUB,Público,SUPERIOR,ADMINISTRACIÓN Y GESTIÓN,ADMINISTRACIÓN Y FINANZAS (LFP),Diurno,1
ALACANT,SANTA POLA,IES CAP DE L'ALJUB,Público,SUPERIOR,ADMINISTRACIÓN Y GESTIÓN,ASISTENCIA A LA DIRECCIÓN (LFP),Diurno,1
ALACANT,SANTA POLA,IES CAP DE L'ALJUB,Público,SUPERIOR,HOSTELERÍA Y TURISMO,DIRECCIÓN DE COCINA (LFP),Diurno,1
ALACANT,SANTA POLA,IES CAP DE L'ALJUB,Público,SUPERIOR,HOSTELERÍA Y TURISMO,DIRECCIÓN DE SERVICIOS DE RESTAURACIÓN (LFP),Diurno,1
ALACANT,SANTA POLA,IES SANTA POLA,Público,BÁSICO,ADMINISTRACIÓN Y GESTIÓN,SERVICIOS ADMINISTRATIVOS (LFP),Diurno,1
ALACANT,SAX,IES PASCUAL CARRIÓN,Público,BÁSICO,EDIFICACIÓN Y OBRA CIVIL,REFORMA Y MANTENIMIENTO DE EDIFICIOS (LFP),Diurno,1
ALACANT,SAX,IES PASCUAL CARRIÓN,Público,BÁSICO,FABRICACIÓN MECÁNICA,FABRICACIÓN Y MONTAJE (LFP),Diurno,1
ALACANT,SAX,IES PASCUAL CARRIÓN,Público,MEDIO,FABRICACIÓN MECÁNICA,MECANIZADO (LFP),Diurno,1
ALACANT,TEULADA,IES DE TEULADA,Público,BÁSICO,AGRARIA,AGRO-JARDINERIA Y COMPOSICIONES FLORALES (LFP),Diurno,1
ALACANT,TEULADA,IES DE TEULADA,Público,BÁSICO,INDUSTRIAS ALIMENTARIAS,INDUSTRIAS ALIMENTARIAS (LFP),Diurno,1
ALACANT,TEULADA,IES DE TEULADA,Público,MEDIO,AGRARIA,PRODUCCIÓN AGROECOLÓGICA (LFP),Diurno,1
ALACANT,TORREVIEJA,IES LAS LAGUNAS,Público,BÁSICO,ELECTRICIDAD Y ELECTRÓNICA,ELECTRICIDAD Y ELECTRÓNICA (LFP),Diurno,1
ALACANT,TORREVIEJA,IES LAS LAGUNAS,Público,BÁSICO,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,MANTENIMIENTO DE VEHÍCULOS (LFP),Diurno,2
ALACANT,TORREVIEJA,IES LAS LAGUNAS,Público,MEDIO,ELECTRICIDAD Y ELECTRÓNICA,INSTALACIONES ELÉCTRICAS Y AUTOMÁTICAS (LFP),Diurno,1
ALACANT,TORREVIEJA,IES LAS LAGUNAS,Público,MEDIO,ELECTRICIDAD Y ELECTRÓNICA,INSTALACIONES ELÉCTRICAS Y AUTOMÁTICAS (LFP),Semipresencial,1
ALACANT,TORREVIEJA,IES LAS LAGUNAS,Público,MEDIO,SANIDAD,CUIDADOS AUXILIARES DE ENFERMERÍA,Diurno,2
ALACANT,TORREVIEJA,IES LAS LAGUNAS,Público,MEDIO,SANIDAD,EMERGENCIAS SANITARIAS (LFP),Diurno,1
ALACANT,TORREVIEJA,IES LAS LAGUNAS,Público,MEDIO,SANIDAD,EMERGENCIAS SANITARIAS (LFP),Semipresencial,1
ALACANT,TORREVIEJA,IES LAS LAGUNAS,Público,MEDIO,SANIDAD,FARMACIA Y PARAFARMACIA (LFP),Diurno,1
ALACANT,TORREVIEJA,IES LAS LAGUNAS,Público,MEDIO,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,ELECTROMECÁNICA DE VEHÍCULOS AUTOMÓVILES (LFP),Diurno,1
ALACANT,TORREVIEJA,IES LAS LAGUNAS,Público,SUPERIOR,ELECTRICIDAD Y ELECTRÓNICA,SISTEMAS ELECTROTÉCNICOS Y AUTOMATIZADOS (LFP),Diurno,1
ALACANT,TORREVIEJA,IES LAS LAGUNAS,Público,SUPERIOR,SANIDAD,LABORATORIO CLÍNICO Y BIOMÉDICO (LFP),Diurno,1
ALACANT,TORREVIEJA,IES MARE NOSTRUM,Público,BÁSICO,AGRARIA,AGRO-JARDINERIA Y COMPOSICIONES FLORALES (LFP),Diurno,1
ALACANT,TORREVIEJA,IES MARE NOSTRUM,Público,MEDIO,ACTIVIDADES FÍSICAS Y DEPORTIVAS,GUÍA EN EL MEDIO NATURAL Y DE TIEMPO LIBRE (LFP),Diurno,1
ALACANT,TORREVIEJA,IES MARE NOSTRUM,Público,SUPERIOR,ACTIVIDADES FÍSICAS Y DEPORTIVAS,ACONDICIONAMIENTO FÍSICO (LFP),Diurno,1
ALACANT,TORREVIEJA,IES MARE NOSTRUM,Público,SUPERIOR,ACTIVIDADES FÍSICAS Y DEPORTIVAS,ENSEÑANZA Y ANIMACIÓN SOCIODEPORTIVA (LFP),Diurno,1
ALACANT,TORREVIEJA,IES MARE NOSTRUM,Público,SUPERIOR,HOSTELERÍA Y TURISMO,"GUÍA, INFORMACIÓN Y ASISTENCIA TURÍSTICA (LFP)",Diurno,1
ALACANT,TORREVIEJA,IES MEDITERRÁNEO,Público,BÁSICO,INFORMÁTICA Y COMUNICACIONES,INFORMÁTICA DE OFICINA (LFP),Diurno,1
ALACANT,TORREVIEJA,IES NÚMERO 1 - LIBERTAS,Público,BÁSICO,ADMINISTRACIÓN Y GESTIÓN,SERVICIOS ADMINISTRATIVOS (LFP),Diurno,1
ALACANT,TORREVIEJA,IES NÚMERO 1 - LIBERTAS,Público,MEDIO,ADMINISTRACIÓN Y GESTIÓN,GESTIÓN ADMINISTRATIVA (LFP),Diurno,1
ALACANT,TORREVIEJA,IES NÚMERO 1 - LIBERTAS,Público,MEDIO,COMERCIO Y MARKETING,ACTIVIDADES COMERCIALES (LFP),Diurno,1
ALACANT,TORREVIEJA,IES NÚMERO 1 - LIBERTAS,Público,MEDIO,COMERCIO Y MARKETING,ACTIVIDADES COMERCIALES (LFP),Semipresencial,1
ALACANT,TORREVIEJA,IES NÚMERO 1 - LIBERTAS,Público,SUPERIOR,ADMINISTRACIÓN Y GESTIÓN,ADMINISTRACIÓN Y FINANZAS (LFP),Diurno,1
ALACANT,TORREVIEJA,IES NÚMERO 1 - LIBERTAS,Público,SUPERIOR,ADMINISTRACIÓN Y GESTIÓN,ASISTENCIA A LA DIRECCIÓN (LFP),Diurno,1
ALACANT,TORREVIEJA,IES TORREVIGÍA,Público,MEDIO,INFORMÁTICA Y COMUNICACIONES,SISTEMAS MICROINFORMÁTICOS Y REDES (LFP),Diurno,1
ALACANT,TORREVIEJA,IES TORREVIGÍA,Público,MEDIO,INFORMÁTICA Y COMUNICACIONES,SISTEMAS MICROINFORMÁTICOS Y REDES (LFP),Semipresencial,1
ALACANT,TORREVIEJA,IES TORREVIGÍA,Público,SUPERIOR,INFORMÁTICA Y COMUNICACIONES,DESARROLLO DE APLICACIONES WEB (LFP),Diurno,1
ALACANT,VILA JOIOSA (LA),IES LA MALLADETA,Público,BÁSICO,AGRARIA,AGRO-JARDINERIA Y COMPOSICIONES FLORALES (LFP),Diurno,1
ALACANT,VILA JOIOSA (LA),IES LA MALLADETA,Público,BÁSICO,HOSTELERÍA Y TURISMO,ALOJAMIENTO Y LAVANDERÍA (LFP),Diurno,1
ALACANT,VILA JOIOSA (LA),IES LA MALLADETA,Público,BÁSICO,MARÍTIMO PESQUERA,ACTIVIDADES MARÍTIMO-PESQUERAS (LFP),Diurno,1
ALACANT,VILA JOIOSA (LA),IES LA MALLADETA,Público,BÁSICO,"TEXTIL, CONFECCIÓN Y PIEL",TAPICERÍA Y CORTINAJE (LFP),Diurno,1
ALACANT,VILA JOIOSA (LA),IES LA MALLADETA,Público,MEDIO,AGRARIA,JARDINERÍA Y FLORISTERÍA (LFP),Diurno,1
ALACANT,VILA JOIOSA (LA),IES LA MALLADETA,Público,MEDIO,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,ATENCIÓN A PERSONAS EN SITUACIÓN DE DEPENDENCIA (LFP),Diurno,2
ALACANT,VILA JOIOSA (LA),IES LA MALLADETA,Público,MEDIO,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,ATENCIÓN A PERSONAS EN SITUACIÓN DE DEPENDENCIA (LFP),Semipresencial,1
ALACANT,VILA JOIOSA (LA),IES LA MALLADETA,Público,SUPERIOR,AGRARIA,PAISAJISMO Y MEDIO RURAL (LFP),Diurno,1
ALACANT,VILA JOIOSA (LA),IES LA MALLADETA,Público,SUPERIOR,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,ANIMACIÓN SOCIOCULTURAL Y TURÍSTICA (LFP),Diurno,1
ALACANT,VILA JOIOSA (LA),IES LA MALLADETA,Público,SUPERIOR,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,EDUCACIÓN INFANTIL (LFP),Diurno,1
ALACANT,VILA JOIOSA (LA),IES LA MALLADETA,Público,SUPERIOR,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,EDUCACIÓN INFANTIL (LFP),Semipresencial,1
ALACANT,VILA JOIOSA (LA),IES LA MALLADETA,Público,SUPERIOR,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,INTEGRACIÓN SOCIAL (LFP),Diurno,1
ALACANT,VILA JOIOSA (LA),IES LA MALLADETA,Público,SUPERIOR,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,INTEGRACIÓN SOCIAL (LFP),Semipresencial,1
